Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2022.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,80
2022.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,39
2022.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2022.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,91412
2022.03,Registered banks,221,Closing balance total assets,LE00000,A000000,668124
2022.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,660524
2022.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,57829
2022.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,48347
2022.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,531052
2022.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,26
2022.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2022.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,19659
2022.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3612
2022.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,689886
2022.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,425124
2022.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,126836
2022.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,44491
2022.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,66722
2022.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,19786
2022.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,6928
2022.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7600
2022.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2708
2022.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,4892
2022.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-21762
2022.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,668124
2022.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3113
2022.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2983
2022.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,10
2022.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,3
2022.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,2970
2022.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2022.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2022.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2022.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2022.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3113
2022.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,2611
2022.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2022.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2022.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,503
2022.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2022.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2022.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,130
2022.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,95
2022.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,36
2022.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2022.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3113
2022.03,Investment funds,231,Closing balance total assets,LE00000,A000000,151662
2022.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,151524
2022.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,25355
2022.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,42386
2022.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,77
2022.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,82118
2022.03,Investment funds,231,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2022.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1046
2022.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,543
2022.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,151662
2022.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2022.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2022.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2022.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2022.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,150644
2022.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2022.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,608
2022.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,409
2022.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,137
2022.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,137
2022.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2022.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2022.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,151662
2022.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,108266
2022.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,106979
2022.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2022.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2552
